Frame,GT_X(m),GT_Y(m),Meas_X(m),Meas_Y(m),Filt_X(m),Filt_Y(m),NIS
334,77.3730,67.3998,77.3518,67.7057,77.3963,67.6889,8.8536
335,77.6390,67.4617,77.8795,67.0582,77.8269,67.2333,19.9924
336,77.9051,67.5241,77.7186,67.0266,77.8426,67.0922,31.2107
337,78.1713,67.5870,78.3396,67.3792,78.2092,67.3273,42.8977
338,78.4375,67.6503,78.1359,67.5636,78.3188,67.5158,46.7702
339,78.7038,67.7141,78.6966,67.4760,78.7220,67.4998,35.8882
340,78.9702,67.7782,78.8892,67.7605,78.9587,67.7132,12.1919
341,79.2367,67.8427,79.3991,68.1707,79.4177,68.0763,18.3965
342,79.5033,67.9076,79.2657,67.5790,79.3751,67.7185,35.7342
343,79.7699,67.9729,79.5879,67.6334,79.5871,67.6746,5.4934
344,80.0366,68.0384,80.4946,68.0261,80.3727,67.9640,20.5692
345,80.3033,68.1043,80.1761,67.8028,80.2895,67.8574,16.8538
346,80.5702,68.1705,80.6306,68.3862,80.5434,68.2910,55.0690
347,80.8370,68.2369,80.6612,68.0337,80.7298,68.1142,18.8179
348,81.1032,68.3062,81.0201,68.6688,81.0103,68.5585,7.6550
349,81.3685,68.3781,81.0481,67.9748,81.1982,68.1182,76.5386
350,81.6332,68.4526,81.6839,68.2296,81.6516,68.2237,2.5882
351,81.8971,68.5294,82.0340,68.5756,82.0501,68.5044,5.2614
352,82.1603,68.6085,82.0473,68.5677,82.0504,68.5890,28.7017
353,82.4228,68.6897,82.2158,69.0988,82.2529,68.9949,7.1468
354,82.6846,68.7730,82.8841,68.7304,82.8311,68.8244,9.4296
355,82.9457,68.8582,83.1471,68.7517,83.1601,68.7944,27.2807
356,83.2062,68.9452,82.7786,69.4692,82.8740,69.3330,34.8977
357,83.4661,69.0339,83.3751,68.9517,83.3855,69.0664,35.7283
358,83.7254,69.1243,83.7390,69.1353,83.7632,69.1297,20.3470
359,83.9841,69.2162,83.7287,68.9508,83.7966,69.0163,14.8839
360,84.2423,69.3096,83.9221,69.1411,83.9517,69.1311,1.4174
361,84.4999,69.4044,84.6671,69.3602,84.5590,69.3446,12.6732
362,84.7570,69.5005,84.7953,69.6833,84.7677,69.6397,7.7218
363,85.0136,69.5978,84.8014,69.5652,84.9334,69.5761,33.2479
364,85.2697,69.6964,85.2211,70.2510,85.1884,70.1238,21.5714
365,85.5254,69.7960,85.7089,69.3205,85.5355,69.6184,100.7143
366,85.7806,69.8967,85.7477,69.3452,85.7520,69.4472,27.9262
367,86.0353,69.9985,85.9930,70.2550,86.0492,70.0619,72.1983
368,86.2897,70.1011,86.4768,70.2544,86.4637,70.2315,2.0108
369,86.5437,70.2047,86.5753,69.9077,86.6129,70.0150,10.1821
