Frame,GT_X(m),GT_Y(m),Meas_X(m),Meas_Y(m),Filt_X(m),Filt_Y(m),NIS
288,70.0512,73.2488,69.9701,72.6855,70.0659,73.1665,7.3590
289,70.0725,72.9161,69.6944,73.0074,69.8382,72.8840,4.0198
290,70.0975,72.5837,69.8584,72.8637,69.7417,72.6437,11.1680
291,70.1262,72.2516,69.8391,72.4426,69.8046,72.3521,7.0911
292,70.1585,71.9199,70.0368,71.9781,69.9486,71.9868,2.2889
293,70.1946,71.5885,70.2897,71.7193,70.1296,71.6648,1.5527
294,70.2343,71.2576,70.2045,71.2691,70.1326,71.2769,4.7227
295,70.2778,70.9271,69.8991,71.2269,70.0264,71.0632,1.7401
296,70.3249,70.5971,70.3323,70.7025,70.1494,70.6861,3.0055
297,70.3756,70.2676,70.3324,70.4146,70.3021,70.3832,3.2621
298,70.4300,69.9388,70.6560,70.0039,70.4564,69.9970,3.3635
299,70.4881,69.6105,70.5427,69.4495,70.5114,69.5408,2.0426
300,70.5498,69.2830,70.6211,69.1616,70.6037,69.1694,0.1522
301,70.6151,68.9561,70.6556,69.1408,70.6448,68.9564,1.3733
302,70.6841,68.6300,70.6078,68.8659,70.5657,68.6969,6.2175
303,70.7567,68.3046,70.8213,68.1556,70.6851,68.2371,2.9846
304,70.8329,67.9801,71.1133,67.6984,70.8927,67.7724,4.5956
305,70.9127,67.6565,70.7800,67.3938,70.8455,67.3925,0.7477
306,70.9961,67.3338,70.9761,67.3101,70.9508,67.1551,0.8283
307,71.0830,67.0120,70.9156,67.6523,70.9434,67.1789,7.0663
308,71.1736,66.6912,71.2611,66.8117,71.0693,66.7919,10.0046
309,71.2677,66.3714,71.4609,66.2400,71.3680,66.3530,5.9723
310,71.3653,66.0527,71.3499,66.1929,71.3891,66.0893,1.7499
311,71.4665,65.7351,71.4444,65.6221,71.4784,65.6939,2.4570
312,71.5712,65.4186,71.7279,65.1204,71.6950,65.2462,1.6387
313,71.6794,65.1034,71.2566,64.9121,71.4944,64.9004,5.0946
314,71.7911,64.7893,71.9378,65.1533,71.7946,64.8210,5.5086
315,71.9063,64.4765,71.7534,64.6390,71.8556,64.5571,1.1124
316,72.0250,64.1650,72.0605,64.1842,72.0555,64.2136,2.8503
317,72.1471,63.8548,71.9218,63.6725,72.0174,63.7697,2.5236
